,intensity,latitude,longitude,validTimeUtc
1586,6000,18.59954,-95.2345,2018-12-04T10:29:45.163+0000
1587,-11000,-5.26076,-76.76186,2018-12-04T10:30:00.529+0000
1588,3000,-6.23481,33.36411,2018-12-04T10:30:22.517+0000
1589,12000,-15.53883,144.2802,2018-12-04T10:29:58.678+0000
1590,-40000,-15.64004,144.37864,2018-12-04T10:29:29.940+0000
1591,-18000,-15.66099,144.37402,2018-12-04T10:29:31.874+0000
1592,-47000,-17.44702,127.18939,2018-12-04T10:29:44.061+0000
1593,10000,-4.76968,-73.69889,2018-12-04T10:30:02.798+0000
1594,10000,-11.60549,-167.12986,2018-12-04T10:30:05.218+0000
1595,6000,-5.00751,17.92948,2018-12-04T10:30:25.702+0000
1596,-15000,22.92196,38.76348,2018-12-04T10:29:41.094+0000
1597,-6000,-27.45074,130.33991,2018-12-04T10:30:23.548+0000
1598,-41000,-15.5295,143.36493,2018-12-04T10:30:06.284+0000
1599,-17000,-15.70713,143.94477,2018-12-04T10:29:55.397+0000
1600,5000,-5.35557,-76.44842,2018-12-04T10:29:33.971+0000
1601,-16000,-24.38971,125.60723,2018-12-04T10:29:59.450+0000
1602,-28000,-2.29137,17.18269,2018-12-04T10:29:46.145+0000
1603,-6000,-16.2291,26.22719,2018-12-04T10:30:16.429+0000
1604,-12000,-15.7445,144.04996,2018-12-04T10:30:08.275+0000
1605,-57000,-26.845,156.39091,2018-12-04T10:29:47.780+0000
1606,-70000,3.49261,113.78948,2018-12-04T10:30:00.655+0000
1607,9000,-12.26314,133.01696,2018-12-04T10:29:33.694+0000
1608,4000,-15.91774,26.22502,2018-12-04T10:29:53.192+0000
1609,-48000,-2.89244,120.95934,2018-12-04T10:30:17.687+0000
1610,5000,-12.62346,15.03251,2018-12-04T10:29:43.584+0000
1611,-20000,-15.7512,144.39614,2018-12-04T10:29:33.611+0000
1612,11000,-15.33681,143.7835,2018-12-04T10:30:10.196+0000
1613,29000,-28.80289,126.65284,2018-12-04T10:30:20.121+0000
1614,-14000,22.9769,38.74335,2018-12-04T10:30:23.926+0000
1615,-9000,-15.60208,144.26321,2018-12-04T10:30:23.128+0000
1616,28000,-15.71482,143.90461,2018-12-04T10:29:47.220+0000
1617,7000,-15.68129,144.28732,2018-12-04T10:30:10.107+0000
1618,-26000,-15.43373,125.75756,2018-12-04T10:29:39.847+0000
1619,3000,-23.15088,46.4463,2018-12-04T10:29:33.345+0000
1620,-16000,-16.20831,26.20621,2018-12-04T10:29:29.672+0000
1621,-6000,-16.5784,125.1361,2018-12-04T10:30:01.684+0000
1622,-12000,2.83838,101.83135,2018-12-04T10:30:19.542+0000
1623,6000,-15.46523,143.94116,2018-12-04T10:30:21.935+0000
1624,-31000,-2.25874,17.20622,2018-12-04T10:29:46.197+0000
1625,-51000,-14.97429,142.70388,2018-12-04T10:30:11.957+0000
1626,10000,-7.46154,29.04836,2018-12-04T10:29:46.212+0000
1627,-24000,-26.66234,156.15117,2018-12-04T10:29:56.355+0000
1628,-32000,-27.12884,155.85684,2018-12-04T10:30:19.837+0000
1629,12000,-21.81477,149.67892,2018-12-04T10:30:23.662+0000
1630,21000,-15.80066,144.04114,2018-12-04T10:30:18.833+0000
1631,-7000,-4.83056,20.71778,2018-12-04T10:30:01.148+0000
1632,-18000,-15.6386,144.30103,2018-12-04T10:29:52.598+0000
1633,-27000,-15.76503,143.98418,2018-12-04T10:29:35.014+0000
1634,-90000,-11.00731,-166.75316,2018-12-04T10:30:02.649+0000
1635,-2000,-8.17525,31.17416,2018-12-04T10:30:15.372+0000
1636,3000,19.95239,-94.21289,2018-12-04T10:29:44.220+0000
1637,9000,-15.40934,143.59841,2018-12-04T10:29:45.690+0000
1638,3000,-4.60378,18.9521,2018-12-04T10:29:57.543+0000
1639,-16000,-12.26991,133.00804,2018-12-04T10:29:34.689+0000
1640,11000,-0.8211400000000001,34.69915,2018-12-04T10:29:51.485+0000
1641,11000,-12.78504,132.67937,2018-12-04T10:30:10.625+0000
1642,13000,-15.92955,143.98112,2018-12-04T10:29:54.705+0000
1643,-44000,-15.96354,144.90311,2018-12-04T10:30:12.262+0000
1644,-16000,-16.40057,26.5183,2018-12-04T10:29:53.500+0000
1645,-15000,-8.19551,33.59265,2018-12-04T10:29:32.951+0000
1646,26000,-12.28574,133.61263,2018-12-04T10:29:40.007+0000
1647,9000,-15.34685,143.68921,2018-12-04T10:30:12.732+0000
1648,-25000,0.8812800000000001,102.58132,2018-12-04T10:29:39.238+0000
1649,56000,-17.97593,127.59002,2018-12-04T10:30:21.212+0000
1650,-13000,-15.54244,22.21851,2018-12-04T10:29:35.567+0000
1651,-17000,-12.60274,132.75132,2018-12-04T10:30:18.360+0000
1652,-9000,9.68895,94.08858,2018-12-04T10:30:21.320+0000
1653,24000,20.80151,-94.14892,2018-12-04T10:30:17.257+0000
1654,-32000,-16.26448,26.30267,2018-12-04T10:29:33.907+0000
1655,6000,-21.94555,150.68947,2018-12-04T10:29:57.851+0000
1656,35000,-15.63538,143.97668,2018-12-04T10:29:59.617+0000
1657,-8000,-3.13845,30.55728,2018-12-04T10:30:04.969+0000
1658,10000,-15.75959,144.4047,2018-12-04T10:29:29.513+0000
1659,3000,-5.5015,29.94213,2018-12-04T10:30:26.778+0000
1660,2000,-16.490380000000002,26.73171,2018-12-04T10:30:21.790+0000
1661,9000,-12.08092,133.60471,2018-12-04T10:29:35.183+0000
1662,-9000,-4.30943,18.37866,2018-12-04T10:30:18.874+0000
1663,-2000,-4.92476,18.29201,2018-12-04T10:30:21.241+0000
1664,-2000,-5.10969,18.52972,2018-12-04T10:29:49.006+0000
1665,-23000,-15.65218,143.93959,2018-12-04T10:30:01.833+0000
1666,-19000,-31.32433,125.78074,2018-12-04T10:29:28.099+0000
1667,-4000,-15.91707,26.15753,2018-12-04T10:29:25.903+0000
1668,4000,5.076,115.20489,2018-12-04T10:30:01.537+0000
1669,-10000,-12.33548,133.16004,2018-12-04T10:29:55.905+0000
1670,-41000,-1.78054,103.45552,2018-12-04T10:30:26.452+0000
1671,-17000,-17.76907,126.60067,2018-12-04T10:29:59.519+0000
1672,11000,-26.75109,126.66822,2018-12-04T10:30:10.613+0000
1673,12000,-15.61516,144.29591,2018-12-04T10:29:53.971+0000
1674,4000,-15.66914,26.07601,2018-12-04T10:29:37.354+0000
1675,24000,-14.71407,132.89497,2018-12-04T10:29:36.981+0000
1676,20000,-12.48897,132.70572,2018-12-04T10:30:08.086+0000
1677,11000,-15.70392,144.09911,2018-12-04T10:29:32.924+0000
1678,-32000,-17.4464,127.18928,2018-12-04T10:29:44.186+0000
1679,10000,-15.70238,143.65479,2018-12-04T10:29:57.101+0000
1680,4000,-3.02602,30.13461,2018-12-04T10:29:40.629+0000
1681,-12000,-12.58954,132.77346,2018-12-04T10:29:58.837+0000
1682,3000,-13.9461,20.49878,2018-12-04T10:30:21.756+0000
1683,-29000,-15.37176,143.19509,2018-12-04T10:29:43.956+0000
1684,16000,-15.55467,143.96798,2018-12-04T10:29:59.498+0000
1685,-39000,-15.65688,143.99142,2018-12-04T10:29:43.241+0000
1686,13000,-15.69648,144.02904,2018-12-04T10:29:26.021+0000
1687,-21000,-15.37968,143.45013,2018-12-04T10:29:56.872+0000
1688,10000,-15.68309,144.20395,2018-12-04T10:30:07.953+0000
1689,-9000,-28.83984,126.67335,2018-12-04T10:29:37.773+0000
1690,-32000,-12.43058,133.13061,2018-12-04T10:29:28.064+0000
1691,25000,-6.35838,33.37757,2018-12-04T10:29:53.573+0000
1692,5000,-0.8234,34.71345,2018-12-04T10:29:48.615+0000
1693,-23000,-14.6842,132.79447,2018-12-04T10:29:49.373+0000
1694,5000,-1.65374,16.68587,2018-12-04T10:30:15.062+0000
1695,-8000,-15.85989,144.01938,2018-12-04T10:30:10.569+0000
1696,5000,-28.8028,126.73724,2018-12-04T10:29:30.271+0000
1697,20000,-12.46051,132.91555,2018-12-04T10:29:32.499+0000
1698,-26000,-12.99637,141.71536,2018-12-04T10:29:41.185+0000
1699,-11000,-12.64555,132.69347,2018-12-04T10:29:44.752+0000
1700,-3000,-16.51485,26.62986,2018-12-04T10:29:39.678+0000
1701,11000,-15.36404,143.25939,2018-12-04T10:30:02.457+0000
1702,3000,-9.6305,33.09262,2018-12-04T10:29:27.130+0000
1703,23000,-15.82427,143.92849,2018-12-04T10:29:42.602+0000
1704,31000,-12.01103,134.25676,2018-12-04T10:29:46.408+0000
1705,-14000,-12.36378,132.81091,2018-12-04T10:29:52.369+0000
1706,15000,-12.63263,132.82625,2018-12-04T10:29:26.704+0000
1707,10000,-15.60762,144.16529,2018-12-04T10:29:34.421+0000
1708,9000,-22.49003,61.92513,2018-12-04T10:30:07.038+0000
1709,10000,-15.52792,143.8895,2018-12-04T10:30:20.844+0000
1710,2000,-13.30999,19.8932,2018-12-04T10:29:51.168+0000
1711,-2000,-5.18574,18.47416,2018-12-04T10:29:48.896+0000
1712,12000,-15.65519,143.83866,2018-12-04T10:30:00.367+0000
1713,-21000,-15.35052,143.51596,2018-12-04T10:30:20.918+0000
1714,-4000,-1.77387,16.8243,2018-12-04T10:29:43.354+0000
1715,-6000,21.72897,-93.55666,2018-12-04T10:29:52.481+0000
1716,12000,-15.64153,144.01617,2018-12-04T10:29:40.721+0000
1717,15000,-12.43399,133.07992,2018-12-04T10:30:23.854+0000
1718,-22000,-22.02609,150.69503,2018-12-04T10:29:39.951+0000
1719,-25000,-29.44892,128.5328,2018-12-04T10:29:37.150+0000
1720,12000,-15.9381,143.89456,2018-12-04T10:29:39.481+0000
1721,-11000,-30.91617,127.40958,2018-12-04T10:30:00.995+0000
1722,6000,-27.49551,130.42948,2018-12-04T10:30:20.973+0000
1723,-10000,27.96694,-81.338,2018-12-04T10:29:36.534+0000
1724,-22000,-15.56414,144.18987,2018-12-04T10:29:52.154+0000
1725,-38000,-15.34488,143.45227,2018-12-04T10:29:56.764+0000
1726,-54000,-14.97355,142.76659,2018-12-04T10:29:53.546+0000
1727,-6000,-2.77186,120.86517,2018-12-04T10:30:09.411+0000
1728,-91000,-21.75083,149.66815,2018-12-04T10:29:33.540+0000
1729,14000,-15.81218,144.49691,2018-12-04T10:29:35.419+0000
1730,13000,-15.83199,144.09497,2018-12-04T10:29:26.990+0000
1731,-27000,-15.36707,143.65852,2018-12-04T10:30:17.317+0000
1732,10000,21.73273,-93.59794,2018-12-04T10:30:05.818+0000
1733,14000,4.4239,100.69834,2018-12-04T10:29:43.292+0000
1734,11000,-15.15873,126.2102,2018-12-04T10:29:54.892+0000
1735,7000,-28.89505,126.39263,2018-12-04T10:29:39.833+0000
1736,15000,-15.67272,144.19309,2018-12-04T10:29:57.450+0000
1737,-4000,-3.48713,34.59802,2018-12-04T10:30:12.293+0000
1738,3000,-3.57573,39.65856,2018-12-04T10:30:22.918+0000
1739,-40000,-15.688790000000001,143.99012,2018-12-04T10:29:49.582+0000
1740,9000,-12.19496,133.18472,2018-12-04T10:30:20.114+0000
1741,-27000,-15.59374,143.88033,2018-12-04T10:29:31.598+0000
1742,-5000,-16.93986,27.23471,2018-12-04T10:29:42.176+0000
1743,-18000,-31.60043,125.47627,2018-12-04T10:29:28.460+0000
1744,9000,-26.75368,126.6211,2018-12-04T10:30:01.554+0000
1745,16000,-15.39821,143.18017,2018-12-04T10:29:31.420+0000
1746,-4000,-0.77622,30.10108,2018-12-04T10:29:28.735+0000
1747,12000,35.56559,31.99465,2018-12-04T10:29:58.098+0000
1748,-73000,35.70166,31.80558,2018-12-04T10:30:25.770+0000
1749,-5000,19.99529,-94.18277,2018-12-04T10:29:29.011+0000
1750,1000,-33.09951,-46.54149,2018-12-04T10:30:11.438+0000
1751,18000,-15.36185,143.69013,2018-12-04T10:30:18.877+0000
1752,-27000,-21.73476,149.59845,2018-12-04T10:29:45.882+0000
1753,9000,20.77896,-94.19388,2018-12-04T10:30:05.795+0000
1754,-7000,2.21831,29.87351,2018-12-04T10:30:16.062+0000
1755,13000,-12.66177,132.74613,2018-12-04T10:30:18.290+0000
1756,9000,-3.05306,30.13104,2018-12-04T10:29:40.496+0000
1757,18000,-15.54243,143.38651,2018-12-04T10:29:57.764+0000
1758,-80000,-15.53068,143.93248,2018-12-04T10:30:23.479+0000
1759,4000,-5.87954,30.24607,2018-12-04T10:30:20.982+0000
1760,16000,-12.50521,132.83981,2018-12-04T10:29:32.815+0000
1761,-1000,-5.65696,34.30452,2018-12-04T10:30:14.295+0000
1762,-7000,-12.74126,132.79905,2018-12-04T10:29:46.958+0000
1763,-22000,-5.67582,34.34151,2018-12-04T10:29:44.400+0000
1764,11000,-17.85447,126.74713,2018-12-04T10:29:59.560+0000
1765,3000,2.15001,29.9215,2018-12-04T10:30:21.060+0000
1766,36000,28.62198,-76.715,2018-12-04T10:29:54.643+0000
1767,7000,-29.77989,129.07987,2018-12-04T10:29:43.964+0000
1768,-36000,-18.3995,127.447,2018-12-04T10:29:52.185+0000
1769,-2000,-15.9654,26.40473,2018-12-04T10:30:03.307+0000
1770,10000,-15.2045,143.56533,2018-12-04T10:30:23.400+0000
1771,-28000,-15.20425,25.18898,2018-12-04T10:29:28.887+0000
1772,-3000,-4.94926,18.38321,2018-12-04T10:30:10.588+0000
1773,-31000,-30.56233,127.27679,2018-12-04T10:30:08.734+0000
1774,11000,-15.563,144.06359,2018-12-04T10:29:50.522+0000
1775,-48000,-5.34017,32.10774,2018-12-04T10:30:06.162+0000
1776,9000,-15.45316,144.1032,2018-12-04T10:30:01.130+0000
1777,-53000,5.13623,115.26981,2018-12-04T10:30:17.082+0000
1778,-50000,6.5961300000000005,110.70383,2018-12-04T10:29:41.698+0000
1779,-8000,22.54621,38.73073,2018-12-04T10:29:39.950+0000
1780,-12000,-26.84141,155.86782,2018-12-04T10:29:27.265+0000
1781,6000,5.11517,115.30045,2018-12-04T10:30:13.734+0000
1782,13000,-15.60559,144.26654,2018-12-04T10:30:00.832+0000
1783,14000,-21.80642,149.55737,2018-12-04T10:30:17.528+0000
1784,24000,-2.70574,133.8416,2018-12-04T10:30:26.332+0000
1785,8000,-15.40791,143.57662,2018-12-04T10:30:03.633+0000
1786,13000,-12.55165,132.79466,2018-12-04T10:30:14.544+0000
1787,-69000,20.11991,-94.42026,2018-12-04T10:29:39.730+0000
1788,-9000,-15.90483,144.06713,2018-12-04T10:30:02.465+0000
1789,20000,-15.44514,143.40318,2018-12-04T10:30:12.492+0000
1790,10000,-27.92616,129.45039,2018-12-04T10:29:54.259+0000
1791,-5000,35.6252,31.82259,2018-12-04T10:29:58.804+0000
1792,27000,-32.12108,-45.3397,2018-12-04T10:29:30.207+0000
1793,-8000,22.20352,-93.14106,2018-12-04T10:29:32.101+0000
1794,-15000,-15.94849,143.86721,2018-12-04T10:29:54.574+0000
1795,18000,-15.55354,125.66161,2018-12-04T10:30:26.140+0000
1796,-25000,-7.95049,-41.38901,2018-12-04T10:30:12.762+0000
1797,-47000,-26.86562,156.85573,2018-12-04T10:30:25.542+0000
1798,-21000,27.5936,133.28436,2018-12-04T10:29:42.420+0000
1799,12000,-7.50741,29.83026,2018-12-04T10:30:13.382+0000
1800,13000,-13.62742,132.86555,2018-12-04T10:30:05.625+0000
1801,-15000,-5.00017,19.63899,2018-12-04T10:30:10.840+0000
1802,-12000,30.36332,-72.66147,2018-12-04T10:29:55.358+0000
1803,-13000,9.79651,-91.38825,2018-12-04T10:30:12.967+0000
1804,12000,-15.56546,143.3411,2018-12-04T10:29:32.768+0000
1805,-34000,-25.058,155.94162,2018-12-04T10:29:37.551+0000
1806,-11000,-5.08849,18.36032,2018-12-04T10:29:30.845+0000
1807,30000,-28.14643,129.50212,2018-12-04T10:30:26.258+0000
1808,2000,-16.08332,26.3558,2018-12-04T10:29:35.865+0000
1809,28000,-15.65895,143.86351,2018-12-04T10:29:35.558+0000
1810,-4000,-13.91182,20.35056,2018-12-04T10:30:09.524+0000
1811,8000,-26.60852,126.20058,2018-12-04T10:30:05.288+0000
1812,-15000,-15.622160000000001,144.08953,2018-12-04T10:29:45.382+0000
1813,2000,20.11466,-93.93255,2018-12-04T10:29:32.645+0000
1814,5000,-28.73979,126.63927,2018-12-04T10:29:30.294+0000
1815,26000,-24.7924,155.22298,2018-12-04T10:29:43.828+0000
1816,-43000,-15.34399,125.97575,2018-12-04T10:30:06.273+0000
1817,11000,-12.30333,133.11239,2018-12-04T10:29:30.907+0000
1818,-31000,-15.59982,144.30934,2018-12-04T10:30:08.287+0000
1819,-58000,4.56861,96.13726,2018-12-04T10:29:38.714+0000
1820,2000,-16.20535,26.27143,2018-12-04T10:29:49.173+0000
1821,-14000,-12.77077,132.9071,2018-12-04T10:30:14.699+0000
1822,-12000,-12.44493,132.91001,2018-12-04T10:29:39.501+0000
1823,-5000,-4.6034500000000005,19.73712,2018-12-04T10:29:52.305+0000
1824,4000,-6.32216,32.99068,2018-12-04T10:30:14.328+0000
1825,3000,-33.52512,34.72616,2018-12-04T10:29:33.644+0000
1826,10000,-15.89105,144.44171,2018-12-04T10:29:36.462+0000
1827,-20000,-5.21175,-76.73696,2018-12-04T10:30:19.568+0000
1828,-3000,-3.4601100000000002,34.56127,2018-12-04T10:29:27.352+0000
1829,15000,-15.80545,144.62458,2018-12-04T10:30:04.593+0000
1830,-14000,-15.43283,143.45447,2018-12-04T10:30:24.281+0000
1831,16000,-22.13151,150.76825,2018-12-04T10:30:09.833+0000
1832,-21000,-18.30508,126.99029,2018-12-04T10:30:18.958+0000
1833,-25000,-28.07884,130.22426,2018-12-04T10:29:28.361+0000
1834,-5000,20.81086,-94.20813,2018-12-04T10:30:14.981+0000
1835,-17000,-15.20232,143.57839,2018-12-04T10:30:16.350+0000
1836,-49000,8.93395,93.62071,2018-12-04T10:29:29.815+0000
1837,18000,-15.57872,143.93601,2018-12-04T10:30:18.621+0000
1838,-44000,-14.96843,164.46471,2018-12-04T10:29:36.805+0000
1839,-12000,-12.16173,133.0055,2018-12-04T10:29:59.090+0000
1840,-23000,-26.03503,155.90505,2018-12-04T10:29:42.984+0000
1841,13000,-15.67289,144.33182,2018-12-04T10:29:59.870+0000
1842,22000,-12.48664,133.04933,2018-12-04T10:29:54.009+0000
1843,-3000,-34.00983,34.74251,2018-12-04T10:29:42.907+0000
1844,15000,-15.78743,144.06646,2018-12-04T10:29:53.686+0000
1845,10000,-15.32219,143.68735,2018-12-04T10:29:42.240+0000
1846,10000,-5.34226,30.32928,2018-12-04T10:29:28.443+0000
1847,-34000,-26.896160000000002,156.81338,2018-12-04T10:30:25.645+0000
1848,-19000,-1.66072,16.82353,2018-12-04T10:29:58.084+0000
1849,-3000,-4.93985,20.82602,2018-12-04T10:29:28.211+0000
1850,-13000,10.17428,94.21015,2018-12-04T10:29:49.906+0000
1851,-37000,-15.70134,125.47005,2018-12-04T10:30:22.510+0000
1852,5000,-7.48484,29.03337,2018-12-04T10:30:03.247+0000
1853,8000,20.763840000000002,-94.14271,2018-12-04T10:30:06.211+0000
1854,-50000,33.88255,31.81493,2018-12-04T10:29:28.485+0000
1855,-45000,-15.68837,143.94902,2018-12-04T10:29:57.316+0000
1856,-14000,-13.13425,141.38854,2018-12-04T10:30:24.477+0000
1857,-9000,-12.15196,133.60946,2018-12-04T10:30:20.321+0000
1858,-11000,-16.24906,179.99695,2018-12-04T10:29:48.575+0000
1859,-11000,-15.30493,126.06622,2018-12-04T10:30:22.581+0000
1860,12000,-15.69072,144.3976,2018-12-04T10:29:51.889+0000
1861,-15000,-5.8987300000000005,30.31587,2018-12-04T10:29:46.486+0000
1862,-9000,-24.2935,125.57401,2018-12-04T10:30:09.574+0000
1863,-24000,-18.5592,127.56558,2018-12-04T10:29:35.576+0000
1864,6000,-13.33962,19.87294,2018-12-04T10:30:26.809+0000
1865,-5000,-13.27125,19.89647,2018-12-04T10:29:37.339+0000
1866,-9000,-31.56494,125.32786,2018-12-04T10:29:38.831+0000
1867,2000,-4.69241,-42.7354,2018-12-04T10:29:29.637+0000
1868,11000,-12.53696,133.00872,2018-12-04T10:30:08.097+0000
1869,-33000,-5.22201,-76.4428,2018-12-04T10:29:34.722+0000
1870,-9000,-25.31601,155.8406,2018-12-04T10:30:14.890+0000
1871,-26000,27.41148,132.74532,2018-12-04T10:29:26.141+0000
1872,-20000,-15.00423,142.73357,2018-12-04T10:29:42.511+0000
1873,16000,-15.69524,144.38103,2018-12-04T10:29:57.751+0000
1874,-7000,-20.80383,122.07684,2018-12-04T10:30:12.098+0000
1875,13000,-25.35592,155.84913,2018-12-04T10:29:27.123+0000
1876,18000,-15.40483,143.26773,2018-12-04T10:29:27.325+0000
1877,3000,-1.8750900000000001,16.80905,2018-12-04T10:30:09.194+0000
1878,4000,2.69671,31.47599,2018-12-04T10:30:05.998+0000
1879,-46000,20.80533,-94.20431,2018-12-04T10:29:46.018+0000
1880,24000,-15.39537,22.16004,2018-12-04T10:29:54.845+0000
1881,-4000,-21.96672,150.789,2018-12-04T10:30:20.946+0000
1882,2000,-34.01497,34.76351,2018-12-04T10:30:08.479+0000
1883,14000,4.75832,114.93565,2018-12-04T10:29:33.820+0000
1884,8000,-31.689,125.45197,2018-12-04T10:30:21.085+0000
1885,-30000,-5.32469,32.2805,2018-12-04T10:30:03.422+0000
1886,-18000,-15.44807,143.88408,2018-12-04T10:30:24.954+0000
1887,9000,-6.29909,32.97215,2018-12-04T10:29:44.147+0000
1888,5000,-16.42743,28.08019,2018-12-04T10:30:26.017+0000
1889,-15000,-29.64493,128.62903,2018-12-04T10:29:31.738+0000
1890,-9000,-21.98931,150.63379,2018-12-04T10:29:57.721+0000
1891,13000,-5.33565,-76.53628,2018-12-04T10:29:57.890+0000
1892,-31000,27.93496,-81.27863,2018-12-04T10:29:36.567+0000
1893,-96000,2.75367,101.77662,2018-12-04T10:29:54.225+0000
1894,37000,35.82381,31.76409,2018-12-04T10:30:21.965+0000
1895,3000,-27.88654,129.56422,2018-12-04T10:29:37.457+0000
1896,10000,-8.15456,31.14037,2018-12-04T10:30:19.367+0000
1897,10000,-16.07207,143.75664,2018-12-04T10:29:42.911+0000
1898,-67000,-22.92412,152.39877,2018-12-04T10:30:19.295+0000
1899,4000,-31.71483,125.53249,2018-12-04T10:30:17.274+0000
1900,6000,-29.0407,127.98695,2018-12-04T10:29:27.324+0000
1901,9000,-15.59574,144.12824,2018-12-04T10:29:28.884+0000
1902,-5000,-26.77787,156.77812,2018-12-04T10:29:27.877+0000
1903,6000,-2.9001200000000003,16.05906,2018-12-04T10:29:49.869+0000
1904,11000,-15.31933,143.72743,2018-12-04T10:29:49.915+0000
1905,-19000,4.39686,100.76791,2018-12-04T10:30:07.607+0000
1906,8000,-15.07169,143.44518,2018-12-04T10:30:08.406+0000
1907,10000,-12.38459,133.11936,2018-12-04T10:30:06.002+0000
1908,26000,4.8726400000000005,114.9818,2018-12-04T10:30:23.733+0000
1909,-19000,-28.07437,130.09682,2018-12-04T10:30:02.895+0000
1910,-11000,-15.80154,144.2335,2018-12-04T10:30:11.482+0000
1911,9000,27.43602,133.01473,2018-12-04T10:29:28.443+0000
1912,-21000,-15.31841,143.55761,2018-12-04T10:29:40.377+0000
1913,-59000,-12.62017,132.70904,2018-12-04T10:30:04.846+0000
1914,-5000,27.58079,133.32654,2018-12-04T10:29:42.214+0000
1915,14000,-15.6999,143.84136,2018-12-04T10:30:01.229+0000
1916,9000,35.32925,32.63472,2018-12-04T10:30:14.994+0000
1917,-24000,-15.50516,143.36349,2018-12-04T10:29:34.665+0000
1918,-17000,-15.63707,144.39901,2018-12-04T10:29:30.312+0000
1919,6000,-15.96476,26.19799,2018-12-04T10:30:16.067+0000
1920,-31000,-15.64259,144.18293,2018-12-04T10:29:59.139+0000
1921,-12000,-15.43242,143.66468,2018-12-04T10:29:40.773+0000
1922,15000,-15.670020000000001,143.8891,2018-12-04T10:29:41.364+0000
1923,6000,-7.46874,29.05772,2018-12-04T10:29:30.488+0000
1924,-16000,-16.05751,125.17812,2018-12-04T10:29:45.432+0000
1925,18000,-28.19831,130.29054,2018-12-04T10:29:31.576+0000
1926,26000,-14.91355,142.96105,2018-12-04T10:30:05.030+0000
1927,-14000,-21.08562,47.09405,2018-12-04T10:29:30.183+0000
1928,-9000,-30.86682,127.41018,2018-12-04T10:30:00.539+0000
1929,-28000,18.58577,-95.26466,2018-12-04T10:29:44.851+0000
1930,-16000,5.13724,115.25668,2018-12-04T10:29:55.747+0000
1931,-10000,-15.61312,144.22339,2018-12-04T10:30:13.346+0000
1932,16000,-25.45014,155.80998,2018-12-04T10:29:44.021+0000
1933,3000,-8.18102,31.10212,2018-12-04T10:29:58.464+0000
1934,19000,-29.43511,128.25935,2018-12-04T10:30:12.365+0000
1935,7000,-15.65337,144.39075,2018-12-04T10:29:40.878+0000
1936,-11000,-28.98218,126.3937,2018-12-04T10:30:20.503+0000
1937,-21000,-26.64381,156.02427,2018-12-04T10:30:06.990+0000
1938,4000,28.06421,-81.11656,2018-12-04T10:30:07.238+0000
1939,14000,-26.63233,126.61181,2018-12-04T10:29:41.453+0000
1940,18000,-15.57056,144.32468,2018-12-04T10:29:44.544+0000
1941,11000,-16.59618,124.90637,2018-12-04T10:29:29.084+0000
1942,-29000,-22.89518,152.5687,2018-12-04T10:29:38.605+0000
1943,3000,-23.17086,46.47819,2018-12-04T10:30:26.736+0000
1944,4000,29.30002,-75.86449,2018-12-04T10:29:53.041+0000
1945,1000,-31.85733,33.23775,2018-12-04T10:29:33.356+0000
1946,18000,-30.83078,127.19519,2018-12-04T10:29:50.658+0000
1947,-17000,-15.63573,144.02244,2018-12-04T10:30:11.055+0000
1948,-3000,-33.77634,34.60854,2018-12-04T10:29:42.966+0000
1949,-24000,27.62621,133.27294,2018-12-04T10:29:42.247+0000
1950,2000,-13.30809,19.91513,2018-12-04T10:29:37.052+0000
1951,15000,-15.71377,144.56584,2018-12-04T10:29:32.177+0000
1952,3000,-9.1152,36.33333,2018-12-04T10:30:16.969+0000
1953,6000,-22.05822,150.71066,2018-12-04T10:29:40.857+0000
1954,14000,-15.84229,144.27771,2018-12-04T10:29:49.799+0000
1955,-5000,-1.9313,16.88773,2018-12-04T10:29:26.924+0000
1956,30000,-15.37657,143.04204,2018-12-04T10:29:58.989+0000
1957,-18000,-14.93524,142.89977,2018-12-04T10:30:04.992+0000
1958,-17000,20.34478,-94.15419,2018-12-04T10:29:51.963+0000
1959,-68000,-12.39903,132.96541,2018-12-04T10:30:13.530+0000
1960,-81000,-13.1558,161.90265,2018-12-04T10:30:19.914+0000
1961,-25000,-34.64491,34.10135,2018-12-04T10:29:34.764+0000
1962,-42000,-15.6188,144.33221,2018-12-04T10:29:50.139+0000
1963,-9000,-15.2057,125.95596,2018-12-04T10:29:51.303+0000
1964,24000,-5.7015,161.60575,2018-12-04T10:30:25.785+0000
1965,19000,35.48582,31.94614,2018-12-04T10:30:25.567+0000
1966,6000,-13.32239,19.87772,2018-12-04T10:30:00.222+0000
1967,14000,-15.79792,125.42587,2018-12-04T10:29:41.186+0000
1968,-33000,-15.77286,143.9881,2018-12-04T10:29:49.729+0000
1969,13000,-15.17362,143.55169,2018-12-04T10:29:37.521+0000
1970,-8000,-2.10633,34.39539,2018-12-04T10:29:55.430+0000
1971,-6000,20.31595,-94.02123,2018-12-04T10:29:56.302+0000
1972,-13000,-7.95923,-41.37047,2018-12-04T10:30:12.829+0000
1973,53000,-15.663499999999999,144.00571,2018-12-04T10:30:24.703+0000
1974,-8000,-2.11228,30.04256,2018-12-04T10:29:45.331+0000
1975,-16000,-15.75727,144.61156,2018-12-04T10:30:11.260+0000
1976,-10000,-15.22964,126.05977,2018-12-04T10:29:47.162+0000
1977,9000,-14.11182,133.04301,2018-12-04T10:29:46.829+0000
