,intensity,latitude,longitude,validTimeUtc
2837,-18000,-21.98929,150.68017,2018-12-04T10:29:52.035+0000
2838,-18000,-12.53031,133.01852,2018-12-04T10:30:02.764+0000
2839,-24000,-31.61239,125.4743,2018-12-04T10:29:28.827+0000
2840,-33000,-22.92909,152.58133,2018-12-04T10:30:22.553+0000
2841,7000,35.53204,-64.98579,2018-12-04T10:29:35.565+0000
2842,8000,27.37926,132.75285,2018-12-04T10:30:15.071+0000
2843,10000,-12.30935,133.00644,2018-12-04T10:30:03.843+0000
2844,-19000,-15.33676,143.7584,2018-12-04T10:30:11.397+0000
2845,10000,-12.5086,133.0464,2018-12-04T10:29:53.068+0000
2846,-13000,22.979680000000002,38.7512,2018-12-04T10:30:23.831+0000
2847,14000,-14.4854,142.40888,2018-12-04T10:30:02.561+0000
2848,3000,-32.27902,-46.02743,2018-12-04T10:30:11.918+0000
2849,7000,-14.81864,126.63568,2018-12-04T10:30:16.743+0000
2850,-26000,22.96278,38.76542,2018-12-04T10:29:42.716+0000
2851,17000,3.4718,101.83202,2018-12-04T10:30:06.104+0000
2852,-39000,-28.98006,129.01226,2018-12-04T10:30:07.410+0000
2853,6000,19.92886,-94.18598,2018-12-04T10:30:13.041+0000
2854,11000,-13.26235,141.60696,2018-12-04T10:29:30.649+0000
2855,-33000,-28.1755,130.22662,2018-12-04T10:30:13.428+0000
2856,3000,2.7972900000000003,31.39381,2018-12-04T10:30:16.448+0000
2857,-4000,-15.93086,26.38178,2018-12-04T10:29:38.968+0000
2858,5000,-5.00662,19.62495,2018-12-04T10:29:43.779+0000
2859,-12000,-24.46087,122.05059,2018-12-04T10:29:49.284+0000
2860,-34000,7.92351,92.35728,2018-12-04T10:29:48.403+0000
2861,10000,-15.75637,144.13817,2018-12-04T10:29:54.230+0000
2862,8000,-15.7018,144.15981,2018-12-04T10:30:05.512+0000
2863,-7000,-14.97951,126.56531,2018-12-04T10:29:33.458+0000
2864,-51000,-24.47157,154.98551,2018-12-04T10:29:34.949+0000
2865,-32000,-13.17706,132.50815,2018-12-04T10:30:07.525+0000
2866,7000,20.18684,-93.99009,2018-12-04T10:30:19.215+0000
2867,-18000,-21.73796,149.53335,2018-12-04T10:30:03.892+0000
2868,10000,-15.24094,143.21699,2018-12-04T10:29:27.305+0000
2869,-35000,-28.07477,130.22426,2018-12-04T10:29:28.314+0000
2870,-19000,-15.66244,144.27434,2018-12-04T10:29:49.365+0000
2871,-7000,-28.11249,130.29289,2018-12-04T10:30:00.645+0000
2872,2000,-5.2578700000000005,19.20627,2018-12-04T10:30:10.759+0000
2873,58000,-15.64495,144.51724,2018-12-04T10:30:16.817+0000
2874,-6000,-16.28282,26.35858,2018-12-04T10:30:13.020+0000
2875,-18000,-15.46112,22.1553,2018-12-04T10:29:43.547+0000
2876,10000,-15.70297,144.71355,2018-12-04T10:29:42.103+0000
2877,2000,-1.9303500000000002,16.76818,2018-12-04T10:30:01.126+0000
2878,16000,-15.7177,144.0917,2018-12-04T10:29:45.167+0000
2879,-6000,-3.46613,34.63013,2018-12-04T10:29:31.086+0000
2880,11000,-15.6898,144.47318,2018-12-04T10:29:39.092+0000
2881,21000,-15.26101,143.15042,2018-12-04T10:29:52.309+0000
2882,3000,19.93448,-94.17369,2018-12-04T10:30:19.858+0000
2883,-22000,-18.40541,127.46635,2018-12-04T10:29:52.294+0000
2884,11000,-15.53815,144.19242,2018-12-04T10:29:26.881+0000
2885,11000,-0.82689,34.63595,2018-12-04T10:29:42.587+0000
2886,-6000,-29.76948,129.16876,2018-12-04T10:30:08.660+0000
2887,-104000,4.78301,114.9408,2018-12-04T10:29:43.270+0000
2888,-46000,-15.60129,144.3552,2018-12-04T10:30:21.945+0000
2889,10000,-15.60822,144.35423,2018-12-04T10:29:27.072+0000
2890,4000,-4.89241,19.73162,2018-12-04T10:29:44.981+0000
2891,11000,-15.62333,143.90984,2018-12-04T10:29:42.522+0000
2892,-66000,-11.54952,-167.0147,2018-12-04T10:29:54.848+0000
2893,-3000,-15.39249,22.16245,2018-12-04T10:29:55.673+0000
2894,33000,-12.0547,134.29649,2018-12-04T10:30:02.971+0000
2895,6000,-15.52093,144.12464,2018-12-04T10:29:35.383+0000
2896,3000,-2.71495,16.46001,2018-12-04T10:30:12.676+0000
2897,-7000,33.84475,31.81973,2018-12-04T10:29:28.384+0000
2898,-38000,-22.9124,152.43065,2018-12-04T10:30:19.555+0000
2899,-41000,0.8115600000000001,122.60548,2018-12-04T10:29:51.084+0000
2900,7000,-14.48499,20.96278,2018-12-04T10:30:23.225+0000
2901,15000,-12.71714,132.79629,2018-12-04T10:30:10.579+0000
2902,6000,9.84744,94.27245,2018-12-04T10:30:25.174+0000
2903,25000,-15.67275,144.12633,2018-12-04T10:29:55.407+0000
2904,-42000,-15.64141,144.41329,2018-12-04T10:30:08.671+0000
2905,-12000,35.81085,31.79467,2018-12-04T10:29:51.530+0000
2906,21000,-12.45413,133.05555,2018-12-04T10:29:59.302+0000
2907,-48000,-15.65877,143.93892,2018-12-04T10:29:39.761+0000
2908,-26000,-15.03587,126.24917,2018-12-04T10:29:35.800+0000
2909,-10000,-29.5133,128.37033,2018-12-04T10:30:13.692+0000
2910,7000,-26.71825,126.65967,2018-12-04T10:30:18.070+0000
2911,27000,-16.54842,124.91437,2018-12-04T10:29:31.014+0000
2912,-68000,-15.39331,143.54772,2018-12-04T10:29:36.905+0000
2913,-14000,-12.38782,133.01954,2018-12-04T10:30:17.819+0000
2914,24000,-14.95997,142.77552,2018-12-04T10:30:25.628+0000
2915,-36000,-28.1021,130.19628,2018-12-04T10:29:34.553+0000
2916,-7000,-13.93155,20.32901,2018-12-04T10:30:23.011+0000
2917,5000,-15.45869,25.12589,2018-12-04T10:29:58.615+0000
2918,-4000,-9.389240000000001,31.50451,2018-12-04T10:29:42.591+0000
2919,9000,-6.41045,33.32912,2018-12-04T10:30:21.866+0000
2920,-50000,-26.81475,156.80645,2018-12-04T10:30:24.977+0000
2921,-30000,-15.69366,144.37143,2018-12-04T10:29:30.063+0000
2922,9000,-15.81117,144.07484,2018-12-04T10:29:42.231+0000
2923,-15000,-5.86114,177.69573,2018-12-04T10:30:20.928+0000
2924,9000,-11.96493,134.08807,2018-12-04T10:30:07.631+0000
2925,4000,2.74485,31.44506,2018-12-04T10:29:45.339+0000
2926,8000,-0.35391,16.33285,2018-12-04T10:29:57.529+0000
2927,-9000,-15.74535,144.34027,2018-12-04T10:29:27.431+0000
2928,2000,-15.43426,22.17044,2018-12-04T10:29:54.169+0000
2929,15000,-15.68382,144.31919,2018-12-04T10:30:24.852+0000
2930,-9000,-15.63101,144.39241,2018-12-04T10:29:46.976+0000
2931,-22000,-15.49038,143.24778,2018-12-04T10:30:02.555+0000
2932,-53000,-27.0187,156.36768,2018-12-04T10:29:58.651+0000
2933,-7000,-2.55455,34.46059,2018-12-04T10:30:06.724+0000
2934,-55000,35.59064,-64.95346,2018-12-04T10:29:35.458+0000
2935,-78000,-1.6709200000000002,16.81229,2018-12-04T10:29:57.799+0000
2936,-14000,-12.46995,132.80158,2018-12-04T10:30:02.863+0000
2937,-3000,-2.5581300000000002,34.40367,2018-12-04T10:29:50.359+0000
2938,5000,3.45052,98.05788,2018-12-04T10:30:22.628+0000
2939,7000,2.25612,29.91498,2018-12-04T10:29:56.904+0000
2940,21000,-15.52683,144.19959,2018-12-04T10:30:20.369+0000
2941,25000,-11.9659,134.16693,2018-12-04T10:29:28.972+0000
2942,15000,-15.62428,144.30713,2018-12-04T10:29:40.607+0000
2943,14000,-15.70879,143.8555,2018-12-04T10:29:59.604+0000
2944,-16000,0.8574200000000001,102.49557,2018-12-04T10:29:39.385+0000
2945,-3000,-3.3297,35.36231,2018-12-04T10:30:08.044+0000
2946,3000,-13.30292,19.88658,2018-12-04T10:29:55.728+0000
2947,6000,-29.48771,128.35137,2018-12-04T10:30:02.676+0000
2948,42000,-15.64925,144.35679,2018-12-04T10:29:48.437+0000
2949,-9000,-1.72349,16.79746,2018-12-04T10:29:52.434+0000
2950,9000,-12.31254,133.06606,2018-12-04T10:30:20.094+0000
2951,-4000,-28.18701,129.18405,2018-12-04T10:29:56.389+0000
2952,-111000,8.16662,97.47314,2018-12-04T10:30:01.162+0000
2953,-13000,-22.00539,150.64908,2018-12-04T10:29:29.523+0000
2954,-31000,-15.676,143.94065,2018-12-04T10:29:58.230+0000
2955,-32000,-14.90481,126.56404,2018-12-04T10:29:51.359+0000
2956,2000,-6.30416,32.97905,2018-12-04T10:30:14.533+0000
2957,13000,-14.09717,132.76561,2018-12-04T10:30:25.467+0000
2958,11000,-14.05372,132.84295,2018-12-04T10:30:11.105+0000
2959,-32000,-22.05599,150.68456,2018-12-04T10:29:44.559+0000
2960,-37000,-28.8568,126.52499,2018-12-04T10:30:03.208+0000
2961,-23000,-7.86542,109.00134,2018-12-04T10:30:15.633+0000
2962,-29000,20.78489,-94.21858,2018-12-04T10:30:14.885+0000
2963,-37000,-14.17612,132.8631,2018-12-04T10:29:50.467+0000
2964,-3000,-31.84944,33.15341,2018-12-04T10:29:33.566+0000
2965,-10000,-15.66774,144.16088,2018-12-04T10:30:07.715+0000
2966,-18000,-13.16442,132.49619,2018-12-04T10:29:46.629+0000
2967,15000,-15.53285,143.38034,2018-12-04T10:30:21.835+0000
2968,-16000,-17.84718,126.36039,2018-12-04T10:30:14.956+0000
2969,29000,-25.43829,155.74593,2018-12-04T10:29:56.510+0000
2970,9000,-14.2599,132.86906,2018-12-04T10:29:26.949+0000
2971,9000,-24.32965,155.08354,2018-12-04T10:30:21.167+0000
2972,9000,-15.64785,144.21593,2018-12-04T10:30:04.654+0000
2973,13000,-15.78943,144.32426,2018-12-04T10:30:18.196+0000
2974,-35000,9.64762,94.10088,2018-12-04T10:30:21.210+0000
2975,15000,-4.21007,18.39547,2018-12-04T10:29:48.105+0000
2976,-2000,-2.10073,34.43377,2018-12-04T10:30:16.578+0000
2977,-11000,-31.64189,125.39683,2018-12-04T10:30:21.641+0000
2978,-16000,-12.32471,132.95817,2018-12-04T10:30:23.923+0000
2979,10000,-31.83606,33.20431,2018-12-04T10:30:24.387+0000
2980,-7000,-29.81391,129.20239,2018-12-04T10:29:28.771+0000
2981,8000,5.12,115.37115,2018-12-04T10:30:23.417+0000
2982,11000,-15.7693,144.07076,2018-12-04T10:30:10.084+0000
2983,-15000,-14.79694,133.11749,2018-12-04T10:30:05.659+0000
2984,-18000,20.6233,-94.38335,2018-12-04T10:29:37.962+0000
2985,2000,-16.26496,26.35584,2018-12-04T10:30:22.660+0000
2986,12000,-15.665890000000001,143.97986,2018-12-04T10:29:56.987+0000
2987,13000,-15.33084,143.76594,2018-12-04T10:30:04.620+0000
2988,7000,-15.91698,26.26411,2018-12-04T10:30:07.519+0000
2989,-32000,-7.19688,-177.8613,2018-12-04T10:30:18.980+0000
2990,-13000,-15.41799,125.77048,2018-12-04T10:30:17.391+0000
2991,-17000,-25.6709,155.86606,2018-12-04T10:29:29.020+0000
2992,3000,-4.419,17.72543,2018-12-04T10:29:37.260+0000
2993,-52000,-15.72771,144.71545,2018-12-04T10:29:48.994+0000
2994,-34000,-15.56439,125.73461,2018-12-04T10:30:02.851+0000
2995,-7000,20.80429,-94.21037,2018-12-04T10:30:15.326+0000
2996,-76000,-16.37856,143.56612,2018-12-04T10:30:19.672+0000
2997,20000,-15.75942,144.0394,2018-12-04T10:29:48.811+0000
2998,7000,-15.52004,144.17715,2018-12-04T10:29:54.985+0000
2999,13000,-15.66732,144.11904,2018-12-04T10:29:40.241+0000
3000,-7000,-17.49333,127.19961,2018-12-04T10:29:44.403+0000
3001,-7000,-29.09451,127.87589,2018-12-04T10:30:20.959+0000
3002,-92000,35.57675,-65.0429,2018-12-04T10:29:35.432+0000
3003,6000,-21.75016,149.5854,2018-12-04T10:30:16.962+0000
3004,-24000,-15.66087,144.34592,2018-12-04T10:29:26.806+0000
3005,-21000,-16.06423,125.2779,2018-12-04T10:30:09.093+0000
3006,-34000,-13.18088,132.51468,2018-12-04T10:29:28.542+0000
3007,-23000,-15.74073,144.02631,2018-12-04T10:30:26.796+0000
3008,-23000,-25.60209,155.7896,2018-12-04T10:30:18.554+0000
3009,15000,-15.61533,143.93764,2018-12-04T10:29:42.786+0000
3010,-24000,-15.58089,144.2209,2018-12-04T10:29:42.358+0000
3011,-12000,-14.77678,126.623,2018-12-04T10:29:48.005+0000
3012,-10000,-16.54975,125.03679,2018-12-04T10:29:56.703+0000
3013,-8000,-2.19658,16.47612,2018-12-04T10:30:19.222+0000
3014,-4000,-3.21861,35.59598,2018-12-04T10:30:03.487+0000
3015,-33000,5.14021,115.21544,2018-12-04T10:30:17.406+0000
3016,10000,-15.60121,144.39183,2018-12-04T10:30:00.426+0000
3017,2000,-15.91673,26.18055,2018-12-04T10:30:07.914+0000
3018,18000,19.96427,-94.24368,2018-12-04T10:29:39.167+0000
3019,3000,-3.84635,28.38301,2018-12-04T10:29:53.142+0000
3020,-12000,-14.95709,142.75236,2018-12-04T10:30:03.359+0000
3021,12000,-12.32958,133.04709,2018-12-04T10:30:04.728+0000
3022,14000,-15.34845,143.81672,2018-12-04T10:30:24.986+0000
3023,-6000,29.28953,-75.75103,2018-12-04T10:29:30.710+0000
3024,-7000,-15.56565,144.32445,2018-12-04T10:30:06.202+0000
3025,-45000,-26.84199,156.37214,2018-12-04T10:30:15.731+0000
3026,6000,-4.84701,18.99326,2018-12-04T10:29:57.311+0000
3027,7000,-15.80126,144.22281,2018-12-04T10:30:00.512+0000
3028,19000,-8.17505,31.13358,2018-12-04T10:30:13.477+0000
3029,8000,-4.65392,-42.70644,2018-12-04T10:29:29.883+0000
3030,-7000,-14.10755,132.8935,2018-12-04T10:29:29.269+0000
3031,17000,-28.67342,129.42484,2018-12-04T10:30:14.292+0000
3032,-12000,-21.76898,149.64506,2018-12-04T10:29:39.087+0000
3033,-27000,17.81022,-95.94087,2018-12-04T10:30:02.060+0000
3034,-18000,1.79567,29.98137,2018-12-04T10:29:32.698+0000
3035,10000,-15.94486,144.32919,2018-12-04T10:29:52.184+0000
3036,-11000,-15.78129,144.61946,2018-12-04T10:29:53.756+0000
3037,-8000,-16.35141,28.00058,2018-12-04T10:29:43.842+0000
3038,6000,-16.431,124.98259,2018-12-04T10:29:30.484+0000
3039,-7000,-21.96395,150.65932,2018-12-04T10:29:34.001+0000
3040,-33000,-15.34806,143.19844,2018-12-04T10:29:42.455+0000
3041,-33000,18.6152,-95.26593,2018-12-04T10:29:44.743+0000
3042,2000,19.96055,-94.19639,2018-12-04T10:29:39.548+0000
3043,12000,-15.59781,144.35201,2018-12-04T10:29:55.141+0000
3044,14000,-15.64935,144.09122,2018-12-04T10:30:13.895+0000
3045,-21000,-29.11604,127.90436,2018-12-04T10:29:29.811+0000
3046,-20000,-12.23298,132.94726,2018-12-04T10:29:29.545+0000
3047,19000,-15.72028,143.54283,2018-12-04T10:29:54.160+0000
3048,31000,-14.00984,132.83339,2018-12-04T10:30:24.361+0000
3049,-43000,-33.11929,-46.55813,2018-12-04T10:29:26.741+0000
3050,-4000,10.14578,94.2066,2018-12-04T10:29:34.013+0000
3051,8000,-15.59852,144.19674,2018-12-04T10:29:49.953+0000
3052,-4000,35.19114,31.67369,2018-12-04T10:29:28.987+0000
3053,-25000,-15.65254,143.8631,2018-12-04T10:29:33.131+0000
3054,-13000,22.19067,-93.13706,2018-12-04T10:29:31.874+0000
3055,-31000,-27.54885,130.32913,2018-12-04T10:29:47.347+0000
3056,5000,26.71279,131.84256,2018-12-04T10:29:36.856+0000
3057,7000,-15.65423,144.38798,2018-12-04T10:29:48.110+0000
3058,-18000,-26.75672,156.32419,2018-12-04T10:29:38.763+0000
3059,9000,-15.60664,144.30163,2018-12-04T10:29:50.350+0000
3060,-32000,-23.04565,152.47576,2018-12-04T10:30:11.894+0000
3061,-22000,-16.14979,125.14511,2018-12-04T10:30:13.302+0000
3062,4000,18.57613,-95.13401,2018-12-04T10:29:27.227+0000
3063,7000,-15.59128,144.02897,2018-12-04T10:30:11.153+0000
3064,-61000,-15.5916,144.29424,2018-12-04T10:30:22.089+0000
3065,4000,23.00053,38.68058,2018-12-04T10:29:45.840+0000
3066,-26000,-15.4545,143.88956,2018-12-04T10:30:16.732+0000
3067,-28000,-8.85894,31.69184,2018-12-04T10:29:37.652+0000
3068,-11000,29.32817,-75.82502,2018-12-04T10:29:30.687+0000
3069,-14000,20.67902,-94.37594,2018-12-04T10:29:38.049+0000
3070,18000,-27.94656,129.54853,2018-12-04T10:30:03.772+0000
3071,15000,-21.97251,149.52568,2018-12-04T10:30:04.246+0000
3072,-58000,-3.62772,17.97455,2018-12-04T10:29:58.216+0000
3073,-12000,-28.73537,129.52561,2018-12-04T10:29:44.540+0000
3074,18000,-15.62096,144.18405,2018-12-04T10:29:27.245+0000
3075,22000,-30.81824,127.05429,2018-12-04T10:30:22.388+0000
3076,12000,-21.89012,149.63571,2018-12-04T10:30:04.323+0000
3077,3000,-16.1755,26.2502,2018-12-04T10:30:09.425+0000
3078,7000,-15.84336,144.74961,2018-12-04T10:30:01.592+0000
3079,-9000,-15.69753,125.47614,2018-12-04T10:29:49.549+0000
3080,3000,-26.69924,126.6852,2018-12-04T10:29:52.723+0000
3081,-11000,11.83036,77.76022,2018-12-04T10:30:12.424+0000
3082,-135000,-5.72015,161.75055,2018-12-04T10:30:25.740+0000
3083,8000,-15.644,144.30163,2018-12-04T10:29:35.092+0000
3084,-33000,-7.90762,30.91204,2018-12-04T10:30:05.079+0000
3085,9000,-23.44916,152.2604,2018-12-04T10:30:03.683+0000
3086,-26000,-28.79073,126.66588,2018-12-04T10:30:16.471+0000
3087,14000,-15.67784,144.07524,2018-12-04T10:30:22.922+0000
3088,3000,-20.39874,47.57945,2018-12-04T10:30:02.601+0000
3089,4000,2.21916,29.91048,2018-12-04T10:29:56.733+0000
3090,-53000,4.77572,114.93306,2018-12-04T10:29:43.557+0000
3091,-48000,-15.36591,143.73545,2018-12-04T10:30:21.776+0000
3092,-2000,26.77285,131.86191,2018-12-04T10:29:37.378+0000
3093,15000,-1.95966,16.87004,2018-12-04T10:29:31.886+0000
3094,-21000,-29.40947,128.59389,2018-12-04T10:29:41.464+0000
3095,16000,-15.604800000000001,144.13693,2018-12-04T10:30:20.418+0000
3096,-28000,-15.70577,143.93019,2018-12-04T10:29:26.911+0000
3097,-8000,-1.72469,103.57548,2018-12-04T10:29:35.770+0000
3098,-50000,-2.72398,120.79425,2018-12-04T10:29:47.725+0000
3099,-39000,-15.33575,144.43966,2018-12-04T10:29:56.613+0000
3100,-22000,-26.88641,156.4042,2018-12-04T10:30:15.638+0000
3101,5000,26.71018,131.89237,2018-12-04T10:29:36.836+0000
3102,-14000,-12.51732,132.7952,2018-12-04T10:29:59.766+0000
3103,5000,-6.64355,33.33178,2018-12-04T10:30:09.161+0000
3104,3000,-3.47793,34.5512,2018-12-04T10:29:43.432+0000
3105,-1000,-9.54908,33.08803,2018-12-04T10:29:27.259+0000
3106,13000,-21.72486,149.61645,2018-12-04T10:29:57.978+0000
3107,4000,-7.92834,32.84716,2018-12-04T10:29:37.164+0000
3108,-14000,22.92686,38.76419,2018-12-04T10:29:41.252+0000
3109,20000,-15.68947,143.94918,2018-12-04T10:30:25.499+0000
3110,4000,-15.92651,26.20707,2018-12-04T10:30:13.361+0000
3111,-79000,-23.39028,154.82264,2018-12-04T10:30:00.301+0000
3112,-13000,-30.58702,127.27267,2018-12-04T10:30:09.051+0000
3113,19000,-14.97254,142.92659,2018-12-04T10:30:17.938+0000
3114,8000,-16.03933,125.28916,2018-12-04T10:30:09.756+0000
3115,5000,22.1978,-93.1063,2018-12-04T10:29:59.753+0000
3116,11000,-15.6883,143.85972,2018-12-04T10:29:30.701+0000
3117,-6000,22.91257,38.78078,2018-12-04T10:29:41.647+0000
3118,16000,-15.62228,144.15209,2018-12-04T10:29:57.616+0000
3119,-27000,-17.70674,126.31876,2018-12-04T10:30:09.513+0000
3120,18000,-12.50862,132.85578,2018-12-04T10:29:41.908+0000
3121,-57000,-15.43459,143.5974,2018-12-04T10:29:29.201+0000
3122,-84000,-30.55229,127.26773,2018-12-04T10:30:08.572+0000
3123,23000,-30.0528,127.82689,2018-12-04T10:29:26.007+0000
3124,-4000,-1.86618,16.78651,2018-12-04T10:29:43.579+0000
3125,-16000,-12.58326,132.79427,2018-12-04T10:29:59.005+0000
3126,-21000,-15.43224,25.13071,2018-12-04T10:29:32.244+0000
3127,-21000,-12.60641,133.12332,2018-12-04T10:29:46.703+0000
3128,11000,0.7572300000000001,34.01636,2018-12-04T10:30:06.930+0000
3129,3000,-15.89265,26.224,2018-12-04T10:30:18.077+0000
3130,-25000,21.60944,37.90143,2018-12-04T10:29:26.780+0000
3131,-9000,-14.92295,142.64361,2018-12-04T10:30:11.089+0000
3132,-21000,-30.51734,127.31737,2018-12-04T10:29:48.947+0000
3133,2000,-9.60223,33.13742,2018-12-04T10:29:27.055+0000
3134,-10000,22.95775,38.7792,2018-12-04T10:29:59.613+0000
3135,-4000,-15.23441,21.43672,2018-12-04T10:29:59.609+0000
3136,10000,-21.81675,149.62907,2018-12-04T10:29:36.381+0000
3137,-17000,-0.7623300000000001,16.31358,2018-12-04T10:29:58.646+0000
3138,57000,-29.45245,128.42901,2018-12-04T10:30:02.241+0000
3139,-7000,-15.3967,22.1625,2018-12-04T10:29:55.832+0000
3140,3000,20.14179,-94.21703,2018-12-04T10:30:25.910+0000
3141,-1000,-6.07621,33.1601,2018-12-04T10:29:35.265+0000
3142,12000,-26.90305,156.56185,2018-12-04T10:29:57.545+0000
3143,-28000,-15.62888,144.38748,2018-12-04T10:29:44.719+0000
3144,11000,18.68683,-95.21423,2018-12-04T10:30:03.394+0000
3145,8000,-28.79221,126.73372,2018-12-04T10:29:44.348+0000
3146,-9000,4.37238,-25.3966,2018-12-04T10:29:49.030+0000
3147,9000,-15.78968,144.15353,2018-12-04T10:30:21.325+0000
3148,20000,-15.77999,144.41967,2018-12-04T10:30:07.600+0000
3149,54000,-21.951060000000002,150.65762,2018-12-04T10:29:39.763+0000
3150,2000,-15.94343,26.25737,2018-12-04T10:29:50.502+0000
3151,23000,-15.71449,143.98941,2018-12-04T10:30:19.367+0000
3152,18000,-15.28493,143.56748,2018-12-04T10:30:05.144+0000
3153,-35000,27.63935,133.30063,2018-12-04T10:30:14.114+0000
3154,17000,19.92796,-94.21991,2018-12-04T10:29:32.514+0000
3155,-39000,-2.8018,120.87596,2018-12-04T10:30:05.894+0000
3156,47000,-3.10092,113.17361,2018-12-04T10:30:07.733+0000
3157,2000,-1.94825,16.80378,2018-12-04T10:29:45.740+0000
3158,16000,-12.21355,14.84308,2018-12-04T10:29:45.068+0000
3159,6000,-29.27758,127.34516,2018-12-04T10:30:05.909+0000
3160,20000,-14.90456,143.55524,2018-12-04T10:30:24.574+0000
3161,45000,34.00283,31.8747,2018-12-04T10:30:04.825+0000
3162,-39000,-15.63662,144.16145,2018-12-04T10:30:09.268+0000
3163,-32000,-16.41461,26.50465,2018-12-04T10:29:52.912+0000
3164,-49000,9.82588,94.31728,2018-12-04T10:30:19.886+0000
3165,13000,-15.69309,144.3015,2018-12-04T10:29:54.169+0000
3166,24000,-13.32025,141.44659,2018-12-04T10:29:59.893+0000
3167,-18000,-25.34812,155.81364,2018-12-04T10:29:46.196+0000
3168,-11000,-15.27827,143.76533,2018-12-04T10:30:09.556+0000
3169,10000,-14.86988,132.94614,2018-12-04T10:30:02.530+0000
3170,-27000,-15.478580000000001,143.88613,2018-12-04T10:30:15.790+0000
3171,-7000,-25.90991,155.6542,2018-12-04T10:29:47.517+0000
3172,-53000,22.9144,38.7838,2018-12-04T10:29:59.314+0000
3173,8000,-15.78407,144.13996,2018-12-04T10:29:37.353+0000
3174,36000,-12.9348,141.5542,2018-12-04T10:29:59.535+0000
3175,18000,-21.99104,150.62039,2018-12-04T10:29:39.894+0000
3176,8000,-28.88436,126.38056,2018-12-04T10:29:29.285+0000
3177,2000,19.89312,-94.16827,2018-12-04T10:30:13.161+0000
3178,-47000,5.88283,89.08849,2018-12-04T10:29:54.414+0000
3179,18000,-12.47006,132.83876,2018-12-04T10:30:00.357+0000
3180,-1000,-5.16432,18.44555,2018-12-04T10:30:16.540+0000
3181,-29000,-15.41627,175.7619,2018-12-04T10:29:36.936+0000
3182,-62000,-15.70862,143.91645,2018-12-04T10:29:56.209+0000
3183,-48000,-15.56598,125.75794,2018-12-04T10:29:40.577+0000
3184,-12000,-13.75044,132.95487,2018-12-04T10:30:08.309+0000
3185,9000,-15.82433,144.04183,2018-12-04T10:30:23.833+0000
3186,-13000,-1.91101,16.88181,2018-12-04T10:29:46.548+0000
3187,-9000,-16.15884,179.88965,2018-12-04T10:29:52.848+0000
3188,-49000,5.13084,115.24034,2018-12-04T10:30:17.021+0000
3189,-9000,-12.51552,132.72879,2018-12-04T10:29:42.152+0000
3190,13000,3.03354,30.31423,2018-12-04T10:29:57.115+0000
3191,-11000,-2.31487,34.31126,2018-12-04T10:30:16.298+0000
3192,-16000,-12.41231,132.89387,2018-12-04T10:30:21.147+0000
3193,7000,-15.65892,144.07957,2018-12-04T10:30:02.093+0000
3194,-13000,-29.40067,128.53127,2018-12-04T10:30:26.564+0000
3195,-5000,-5.33602,30.09331,2018-12-04T10:29:59.772+0000
3196,9000,-15.62281,144.31364,2018-12-04T10:29:33.574+0000
3197,-25000,-5.921,177.59495,2018-12-04T10:29:37.095+0000
3198,-7000,-5.20992,-76.51362,2018-12-04T10:29:48.704+0000
3199,16000,-17.63176,126.31858,2018-12-04T10:29:54.769+0000
3200,8000,3.89201,-26.0348,2018-12-04T10:30:07.732+0000
3201,-13000,-26.88565,156.37393,2018-12-04T10:30:23.360+0000
3202,23000,-11.95579,134.13783,2018-12-04T10:30:04.143+0000
3203,2000,-31.85125,33.31696,2018-12-04T10:29:46.575+0000
3204,23000,4.82484,114.98282,2018-12-04T10:29:27.787+0000
3205,1000,-31.72997,33.21529,2018-12-04T10:30:24.846+0000
3206,5000,-12.34187,133.06786,2018-12-04T10:30:11.326+0000
3207,-6000,20.81194,-94.20186,2018-12-04T10:29:47.408+0000
3208,-15000,-16.1002,125.17836,2018-12-04T10:30:19.538+0000
3209,-20000,-15.72657,144.02253,2018-12-04T10:30:07.787+0000
3210,-42000,-15.38208,143.50125,2018-12-04T10:29:31.704+0000
3211,9000,-5.33991,-76.50593,2018-12-04T10:29:34.214+0000
3212,8000,-15.76149,143.73906,2018-12-04T10:29:48.646+0000
3213,8000,-14.06674,132.92374,2018-12-04T10:29:27.138+0000
3214,3000,-21.68605,149.60935,2018-12-04T10:30:13.030+0000
3215,3000,-5.23078,19.29473,2018-12-04T10:30:18.772+0000
3216,21000,-15.75998,144.19437,2018-12-04T10:29:38.242+0000
3217,-9000,-15.59047,144.22139,2018-12-04T10:29:46.226+0000
3218,13000,-15.56776,143.50543,2018-12-04T10:30:00.148+0000
3219,-130000,34.34916,31.934,2018-12-04T10:29:49.320+0000
3220,23000,-26.8416,156.74732,2018-12-04T10:29:31.122+0000
3221,-20000,-31.75578,125.4662,2018-12-04T10:29:28.707+0000
3222,-17000,-17.71549,126.74772,2018-12-04T10:29:47.385+0000
3223,19000,-15.652660000000001,144.06512,2018-12-04T10:29:52.408+0000
3224,-17000,-1.80802,16.77034,2018-12-04T10:30:04.706+0000
3225,3000,19.8834,-94.15516,2018-12-04T10:29:58.582+0000
3226,-44000,4.77821,114.87744,2018-12-04T10:29:43.653+0000
3227,27000,-15.57649,144.18551,2018-12-04T10:29:44.022+0000
3228,9000,20.33454,-94.43664,2018-12-04T10:30:23.468+0000
3229,-24000,-20.74272,122.12758,2018-12-04T10:30:12.004+0000
