class,clds,day_ind,expire_time_gmt,valid_time_gmt,date,obs_name,pressure,temp,uv_desc,wdir,wdir_cardinal,wspd,wx_phrase
observation,SCT,D,1556617800,1556610600,2019-04-30,Hamburg/Finkenwerder,1020.15,10,Low,280,W,17,Partly Cloudy
observation,BKN,D,1556614200,1556607000,2019-04-30,Hamburg/Finkenwerder,1020.15,8,Low,280,W,15,Mist
observation,OVC,D,1556610600,1556603400,2019-04-30,Hamburg/Finkenwerder,1020.15,7,Low,280,W,11,Fog
observation,OVC,D,1556607000,1556599800,2019-04-30,Hamburg/Finkenwerder,1020.15,6,Low,230,SW,7,Fog
observation,OVC,D,1556603400,1556596200,2019-04-30,Hamburg/Finkenwerder,1020.15,4,Low,250,WSW,13,Fog
observation,OVC,N,1556599800,1556592600,2019-04-30,Hamburg/Finkenwerder,1020.15,5,Low,210,SSW,7,Cloudy
observation,SCT,N,1556596200,1556589000,2019-04-30,Hamburg/Finkenwerder,1020.15,4,Low,230,SW,7,Partly Cloudy
observation,CLR,N,1556592600,1556585400,2019-04-30,Hamburg/Finkenwerder,1021.15,6,Low,260,W,6,Fair
observation,CLR,N,1556589000,1556581800,2019-04-29,Hamburg/Finkenwerder,1021.15,4,Low,260,W,6,Fair
observation,CLR,N,1556585400,1556578200,2019-04-29,Hamburg/Finkenwerder,1021.15,5,Low,170,S,6,Fair
observation,CLR,N,1556581800,1556574600,2019-04-29,Hamburg/Finkenwerder,1021.15,9,Low,30,NNE,6,Fair
observation,CLR,N,1556578200,1556571000,2019-04-29,Hamburg/Finkenwerder,1021.15,10,Low,20,NNE,11,Fair
observation,CLR,N,1556574600,1556567400,2019-04-29,Hamburg/Finkenwerder,1021.15,12,Low,20,NNE,13,Fair
observation,CLR,N,1556571000,1556563800,2019-04-29,Hamburg/Finkenwerder,1020.15,13,Low,50,NE,13,Fair
observation,CLR,D,1556567400,1556560200,2019-04-29,Hamburg/Finkenwerder,1020.15,14,Low,40,NE,17,Fair
observation,FEW,D,1556563800,1556556600,2019-04-29,Hamburg/Finkenwerder,1019.15,16,Low,50,NE,22,Fair
observation,FEW,D,1556560200,1556553000,2019-04-29,Hamburg/Finkenwerder,1019.15,16,Low,20,NNE,15,Fair
observation,FEW,D,1556556600,1556549400,2019-04-29,Hamburg/Finkenwerder,1019.15,17,Low,360,N,19,Fair
observation,BKN,D,1556553000,1556545800,2019-04-29,Hamburg/Finkenwerder,1019.15,16,Low,340,NNW,13,Mostly Cloudy
observation,BKN,D,1556549400,1556542200,2019-04-29,Hamburg/Finkenwerder,1020.15,13,Low,300,WNW,17,Mostly Cloudy
observation,BKN,D,1556545800,1556538600,2019-04-29,Hamburg/Finkenwerder,1021.15,11,Low,320,NW,13,Mostly Cloudy
observation,OVC,D,1556542200,1556535000,2019-04-29,Hamburg/Finkenwerder,1021.15,10,Low,320,NW,17,Light Drizzle
observation,OVC,D,1556538600,1556531400,2019-04-29,Hamburg/Finkenwerder,1021.15,10,Low,320,NW,20,Light Drizzle
observation,BKN,D,1556535000,1556527800,2019-04-29,Hamburg/Finkenwerder,1021.15,9,Low,310,NW,20,Light Drizzle
observation,BKN,D,1556531400,1556524200,2019-04-29,Hamburg/Finkenwerder,1021.15,9,Low,310,NW,22,Light Drizzle
observation,BKN,D,1556527800,1556520600,2019-04-29,Hamburg/Finkenwerder,1021.15,9,Low,310,NW,24,Light Rain
observation,OVC,D,1556524200,1556517000,2019-04-29,Hamburg/Finkenwerder,1021.15,9,Low,310,NW,17,Light Drizzle
observation,OVC,D,1556518800,1556511600,2019-04-29,Hamburg/Finkenwerder,1021.15,8,Low,300,WNW,17,Cloudy
observation,BKN,D,1556517000,1556509800,2019-04-29,Hamburg/Finkenwerder,1021.15,8,Low,280,W,9,Mostly Cloudy
observation,OVC,N,1556513400,1556506200,2019-04-29,Hamburg/Finkenwerder,1021.15,7,Low,260,W,7,Cloudy
observation,OVC,N,1556509800,1556502600,2019-04-29,Hamburg/Finkenwerder,1021.15,6,Low,250,WSW,7,Cloudy
observation,OVC,N,1556506200,1556499000,2019-04-29,Hamburg/Finkenwerder,1021.15,6,Low,240,WSW,6,Cloudy
observation,OVC,N,1556502600,1556495400,2019-04-28,Hamburg/Finkenwerder,1021.15,8,Low,290,WNW,13,Cloudy
observation,BKN,N,1556499000,1556491800,2019-04-28,Hamburg/Finkenwerder,1021.15,8,Low,310,NW,9,Mostly Cloudy
observation,BKN,N,1556495400,1556488200,2019-04-28,Hamburg/Finkenwerder,1021.15,9,Low,320,NW,9,Mostly Cloudy
observation,BKN,N,1556491800,1556484600,2019-04-28,Hamburg/Finkenwerder,1020.15,9,Low,320,NW,7,Mostly Cloudy
observation,BKN,N,1556488200,1556481000,2019-04-28,Hamburg/Finkenwerder,1020.15,10,Low,310,NW,7,Mostly Cloudy
observation,BKN,N,1556484600,1556477400,2019-04-28,Hamburg/Finkenwerder,1019.15,10,Low,320,NW,9,Mostly Cloudy
observation,CLR,D,1556481000,1556473800,2019-04-28,Hamburg/Finkenwerder,1019.15,12,Low,340,NNW,13,Fair
observation,FEW,D,1556477400,1556470200,2019-04-28,Hamburg/Finkenwerder,1018.15,12,Low,300,WNW,11,Fair
observation,FEW,D,1556473800,1556466600,2019-04-28,Hamburg/Finkenwerder,1018.15,13,Low,310,NW,9,Fair
observation,SCT,D,1556470200,1556463000,2019-04-28,Hamburg/Finkenwerder,1018.15,12,Low,310,NW,11,Partly Cloudy
observation,BKN,D,1556466600,1556459400,2019-04-28,Hamburg/Finkenwerder,1018.15,12,Low,310,NW,15,Mostly Cloudy
observation,OVC,D,1556463000,1556455800,2019-04-28,Hamburg/Finkenwerder,1017.15,10,Low,310,NW,11,Cloudy
observation,OVC,D,1556459400,1556452200,2019-04-28,Hamburg/Finkenwerder,1017.15,9,Low,280,W,13,Cloudy
observation,OVC,D,1556455800,1556448600,2019-04-28,Hamburg/Finkenwerder,1017.15,9,Low,260,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556452200,1556445000,2019-04-28,Hamburg/Finkenwerder,1017.15,8,Low,270,W,15,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
observation,OVC,D,1556450400,1556443200,2019-04-28,Hamburg/Finkenwerder,1016.16,8,Low,260,W,13,Cloudy
